,geoid10,H7X001
1361,371290111002051,0
1362,371290111002052,0
1363,371290111002053,16
1364,371290111002054,15
1365,371290111002055,61
1366,371290111002056,56
1367,371290111002057,35
1368,371290111002058,38
1369,371290111002059,0
1370,371290111002060,0
1371,371290111002061,16
1372,371290111002062,7
1373,371290111002063,30
1374,371290111002064,30
1375,371290111002065,0
1376,371290111002066,0
1377,371290111002067,0
1378,371290112001000,0
1379,371290112001001,0
1380,371290112001002,0
1381,371290112001003,0
1382,371290112001004,0
1383,371290112001005,92
1384,371290112001006,0
1385,371290112001007,0
1386,371290112001008,30
1387,371290112001009,42
1388,371290112001010,68
1389,371290112001011,33
1390,371290112001012,62
1391,371290112001013,14
1392,371290112001014,62
1393,371290112001015,14
1394,371290112001016,0
1395,371290112001017,4
1396,371290112001018,0
1397,371290112001019,6
1398,371290112001020,20
1399,371290112001021,36
1400,371290112001022,0
1401,371290112001023,0
1402,371290112001024,38
1403,371290112001025,67
1404,371290112001026,0
1405,371290112001027,27
1406,371290112002000,19
1407,371290112002001,26
1408,371290112002002,41
1409,371290112002003,52
1410,371290112002004,0
1411,371290112002005,15
1412,371290112002006,41
1413,371290112002007,8
1414,371290112002008,0
1415,371290112002009,53
1416,371290112002010,65
1417,371290112002011,0
1418,371290112002012,27
1419,371290112002013,54
1420,371290112002014,10
1421,371290112002015,16
1422,371290112002016,56
1423,371290112002017,30
1424,371290112002018,14
1425,371290112002019,6
1426,371290112002020,1
1427,371290112002021,40
1428,371290112002022,51
1429,371290112002023,0
1430,371290112002024,3
1431,371290112002025,33
1432,371290112002026,37
1433,371290112002027,0
1434,371290112002028,31
1435,371290112002029,40
1436,371290112002030,50
1437,371290112002031,8
1438,371290112003000,0
1439,371290112003001,0
1440,371290112003002,0
1441,371290112003003,0
1442,371290112003004,0
1443,371290112003005,0
1444,371290112003006,0
1445,371290112003007,0
1446,371290112003008,0
1447,371290112003009,14
1448,371290112003010,70
1449,371290112003011,30
1450,371290112003012,11
1451,371290112003013,1
1452,371290112003014,11
1453,371290112003015,12
1454,371290112003016,40
1455,371290112003017,35
1456,371290112003018,31
1457,371290112003019,25
1458,371290112003020,14
1459,371290112003021,34
1460,371290112003022,25
1461,371290112003023,26
1462,371290112003024,13
1463,371290112003025,37
1464,371290112003026,3
1465,371290112003027,37
1466,371290112003028,43
1467,371290112003029,27
1468,371290112003030,4
1469,371290112003031,11
1470,371290112003032,33
1471,371290112003033,37
1472,371290112003034,60
1473,371290112003035,22
1474,371290112003036,35
1475,371290112003037,22
1476,371290112003038,15
1477,371290112003039,0
1478,371290112003040,53
1479,371290112003041,39
1480,371290113001000,0
1481,371290113001001,0
1482,371290113001002,0
1483,371290113001003,0
1484,371290113001004,0
1485,371290113001005,0
1486,371290113001006,0
1487,371290113001007,0
1488,371290113001008,0
1489,371290113001009,5
1490,371290113001010,0
1491,371290113001011,0
1492,371290113001012,0
1493,371290113001013,0
1494,371290113001014,0
1495,371290113001015,0
1496,371290113001016,0
1497,371290113001017,50
1498,371290113001018,0
1499,371290113001019,0
1500,371290113001020,0
1501,371290113001021,0
1502,371290113001022,12
1503,371290113001023,10
1504,371290113001024,0
1505,371290113001025,64
1506,371290113001026,0
1507,371290113001027,10
1508,371290113001028,65
1509,371290113001029,33
1510,371290113001030,4
1511,371290113001031,0
1512,371290113001032,132
1513,371290113001033,0
1514,371290113001034,0
1515,371290113001035,1
1516,371290113001036,10
1517,371290113001037,0
1518,371290113001038,1
1519,371290113001039,0
1520,371290113001040,8
1521,371290113001041,0
1522,371290113001042,11
1523,371290113001043,4
1524,371290113001044,17
1525,371290113001045,4
1526,371290113001046,4
1527,371290113001047,20
1528,371290113001048,14
1529,371290113001049,2
1530,371290113001050,16
1531,371290113001051,5
1532,371290113001052,4
1533,371290113001053,0
1534,371290113001054,0
1535,371290113001055,11
1536,371290113001056,75
1537,371290113001057,29
1538,371290113001058,15
1539,371290113001059,11
1540,371290113001060,39
1541,371290113001061,45
1542,371290113001062,63
1543,371290113001063,58
1544,371290113001064,33
1545,371290113001065,0
1546,371290113001066,0
1547,371290113001067,0
1548,371290113001068,0
1549,371290113002000,30
1550,371290113002001,4
1551,371290113002002,46
1552,371290113002003,174
1553,371290113002004,10
1554,371290113002005,43
1555,371290113002006,0
1556,371290113002007,54
1557,371290113002008,0
1558,371290113002009,0
1559,371290113002010,0
1560,371290113002011,0
1561,371290113002012,0
1562,371290113002013,0
1563,371290113002014,0
1564,371290113002015,0
1565,371290113002016,24
1566,371290113002017,17
1567,371290113002018,5
1568,371290113002019,0
1569,371290113002020,23
1570,371290113002021,35
1571,371290113002022,31
1572,371290113002023,11
1573,371290113002024,0
1574,371290113002025,0
1575,371290113002026,0
1576,371290113002027,0
1577,371290113002028,0
1578,371290113002029,0
1579,371290113002030,0
1580,371290113002031,6
1581,371290113002032,1
1582,371290113002033,0
1583,371290113002034,0
1584,371290113002035,0
1585,371290114001000,0
1586,371290114001001,0
1587,371290114001002,0
1588,371290114001003,0
1589,371290114001004,0
1590,371290114001005,0
1591,371290114001006,0
1592,371290114001007,0
1593,371290114001008,0
1594,371290114001009,0
1595,371290114001010,0
1596,371290114001011,0
1597,371290114001012,0
1598,371290114001013,0
1599,371290114001014,0
1600,371290114001015,0
1601,371290114001016,0
1602,371290114001017,0
1603,371290114001018,0
1604,371290114001019,0
1605,371290114001020,0
1606,371290114001021,0
1607,371290114001022,0
1608,371290114001023,0
1609,371290114001024,0
1610,371290114001025,0
1611,371290114001026,0
1612,371290114001027,0
1613,371290114001028,0
1614,371290114001029,0
1615,371290114001030,0
1616,371290114001031,0
1617,371290114001032,0
1618,371290114001033,0
1619,371290114001034,0
1620,371290114001035,0
1621,371290114001036,0
1622,371290114001037,0
1623,371290114001038,0
1624,371290114001039,0
1625,371290114001040,0
1626,371290114001041,0
1627,371290114001042,0
1628,371290114001043,0
1629,371290114001044,0
1630,371290114001045,43
1631,371290114001046,3
1632,371290114001047,0
1633,371290114001048,14
1634,371290114001049,0
1635,371290114001050,0
1636,371290114001051,108
1637,371290114001052,17
1638,371290114001053,0
1639,371290114001054,0
1640,371290114001055,0
1641,371290114001056,93
1642,371290114001057,63
1643,371290114001058,0
1644,371290114002000,0
1645,371290114002001,0
1646,371290114002002,0
1647,371290114002003,0
1648,371290114002004,58
1649,371290114002005,1
1650,371290114002006,8
1651,371290114002007,6
1652,371290114002008,19
1653,371290114002009,44
1654,371290114002010,31
1655,371290114002011,4
1656,371290114002012,12
1657,371290114002013,0
1658,371290114002014,0
1659,371290114002015,0
1660,371290114002016,0
1661,371290114002017,0
1662,371290114002018,9
1663,371290114002019,21
1664,371290114002020,16
1665,371290114002021,27
1666,371290114002022,28
1667,371290114002023,7
1668,371290114002024,12
1669,371290114002025,20
1670,371290114002026,27
1671,371290114002027,12
1672,371290114002028,3
1673,371290114002029,12
1674,371290114002030,0
1675,371290114002031,7
1676,371290114002032,1
1677,371290114002033,0
1678,371290114002034,8
1679,371290114002035,2
1680,371290114002036,17
1681,371290114002037,0
1682,371290114002038,51
1683,371290114002039,24
1684,371290114002040,30
1685,371290114002041,18
1686,371290114002042,53
1687,371290114002043,29
1688,371290114002044,55
1689,371290114002045,30
1690,371290114002046,0
1691,371290114002047,0
1692,371290114002048,0
1693,371290114002049,16
1694,371290114002050,29
1695,371290114002051,30
1696,371290114002052,60
1697,371290114002053,23
1698,371290114002054,5
1699,371290114002055,32
1700,371290114002056,37
1701,371290114002057,22
1702,371290114002058,59
1703,371290114002059,30
1704,371290114002060,0
1705,371290114002061,0
1706,371290114002062,12
1707,371290114002063,22
1708,371290115001000,0
1709,371290115001001,0
1710,371290115001002,0
1711,371290115001003,0
1712,371290115001004,0
1713,371290115001005,181
1714,371290115001006,0
1715,371290115001007,9
1716,371290115001008,7
1717,371290115001009,0
1718,371290115001010,2
1719,371290115001011,79
1720,371290115001012,0
1721,371290115001013,0
1722,371290115001014,110
1723,371290115001015,25
1724,371290115001016,14
1725,371290115001017,47
1726,371290115001018,67
1727,371290115001019,123
1728,371290115001020,6
1729,371290115001021,0
1730,371290115001022,17
1731,371290115001023,28
1732,371290115001024,8
1733,371290115001025,63
1734,371290115001026,20
1735,371290115001027,27
1736,371290115001028,26
1737,371290115001029,6
1738,371290115001030,11
1739,371290115001031,55
1740,371290115001032,10
1741,371290115001033,0
1742,371290115001034,6
1743,371290115001035,10
1744,371290115001036,2
1745,371290115001037,0
1746,371290115001038,0
1747,371290115001039,1
1748,371290115001040,0
1749,371290115001041,64
1750,371290115001042,3
1751,371290115001043,0
1752,371290115001044,4
1753,371290115001045,17
1754,371290115001046,0
1755,371290115001047,0
1756,371290115001048,0
1757,371290115001049,63
1758,371290115001050,87
1759,371290115001051,26
1760,371290115001052,9
1761,371290115001053,0
1762,371290115001054,0
1763,371290115001055,0
1764,371290115001056,0
1765,371290115001057,0
1766,371290115001058,0
1767,371290115001059,0
1768,371290115001060,0
1769,371290115001061,0
1770,371290115001062,0
1771,371290115001063,0
1772,371290115001064,0
1773,371290115001065,0
1774,371290115001066,0
1775,371290115001067,0
1776,371290115001068,0
1777,371290115001069,103
1778,371290115001070,270
1779,371290115001071,3
1780,371290115001072,0
1781,371290115001073,0
1782,371290115001074,188
1783,371290115001075,30
1784,371290115001076,33
1785,371290115001077,62
1786,371290115001078,40
1787,371290115001079,17
1788,371290115001080,0
1789,371290115001081,15
1790,371290115001082,128
1791,371290115001083,0
1792,371290115001084,0
1793,371290115001085,9
1794,371290115001086,12
1795,371290115001087,0
1796,371290115001088,0
1797,371290115001089,0
1798,371290115001090,0
1799,371290115001091,0
1800,371290115001092,0
1801,371290115001093,0
1802,371290115001094,0
1803,371290115001095,0
1804,371290115001096,0
1805,371290115001097,0
1806,371290115001098,0
1807,371290115001099,43
1808,371290115001100,0
1809,371290115001101,3
1810,371290115001102,18
1811,371290115001103,66
1812,371290115001104,0
1813,371290115001105,0
1814,371290115001106,0
1815,371290115002000,0
1816,371290115002001,0
1817,371290115002002,0
1818,371290115002003,0
1819,371290115002004,0
1820,371290115002005,0
1821,371290115002006,0
1822,371290115002007,0
1823,371290115002008,0
1824,371290115002009,0
1825,371290115002010,0
1826,371290115002011,0
1827,371290115002012,0
1828,371290115002013,0
1829,371290115002014,0
1830,371290115002015,0
1831,371290115002016,0
1832,371290115002017,0
1833,371290115002018,0
1834,371290115002019,0
1835,371290115002020,0
1836,371290115002021,0
1837,371290115002022,0
1838,371290115002023,0
1839,371290115002024,0
1840,371290115002025,0
1841,371290115002026,0
1842,371290115002027,0
1843,371290115002028,0
1844,371290115002029,0
1845,371290115002030,0
1846,371290115002031,0
1847,371290115002032,0
1848,371290115002033,0
1849,371290115002034,0
1850,371290115002035,0
1851,371290115002036,3
1852,371290115002037,1
1853,371290115002038,0
1854,371290115002039,0
1855,371290115002040,0
1856,371290115002041,506
1857,371290115002042,148
1858,371290115002043,40
1859,371290115002044,213
1860,371290115002045,123
1861,371290115002046,33
1862,371290115002047,38
1863,371290115002048,66
1864,371290115002049,3
1865,371290115002050,21
1866,371290115002051,11
1867,371290115002052,2
1868,371290115002053,26
1869,371290115002054,29
1870,371290115002055,42
1871,371290115002056,3
1872,371290115002057,50
1873,371290115002058,32
1874,371290115002059,56
1875,371290115002060,0
1876,371290115002061,350
1877,371290115002062,46
1878,371290115002063,77
1879,371290115002064,0
1880,371290115002065,84
1881,371290115002066,30
1882,371290115002067,0
1883,371290115002068,24
1884,371290115002069,7
1885,371290115002070,0
1886,371290115002071,0
1887,371290115002072,0
1888,371290115002073,0
1889,371290115002074,0
1890,371290115002075,0
1891,371290115002076,0
1892,371290115002077,0
1893,371290115002078,0
1894,371290115002079,0
1895,371290115002080,0
1896,371290115002081,0
1897,371290115002082,0
1898,371290115002083,0
1899,371290115002084,0
1900,371290115002085,0
1901,371290115002086,0
1902,371290115002087,0
1903,371290115002088,0
1904,371290115002089,0
1905,371290115002090,0
1906,371290115002091,0
1907,371290115002092,0
1908,371290115002093,0
1909,371290115002094,0
1910,371290115002095,0
1911,371290115002096,0
1912,371290115002097,0
1913,371290115002098,0
1914,371290115002099,0
1915,371290115002100,0
1916,371290115002101,0
1917,371290115002102,0
1918,371290115002103,51
1919,371290115002104,17
1920,371290115003000,0
1921,371290115003001,254
1922,371290115003002,79
1923,371290115003003,3
1924,371290115003004,0
1925,371290115003005,0
1926,371290115003006,0
1927,371290115003007,0
1928,371290115003008,24
1929,371290115003009,0
1930,371290115003010,0
1931,371290115003011,0
1932,371290115003012,0
1933,371290115003013,0
1934,371290115003014,0
1935,371290115003015,0
1936,371290115003016,18
1937,371290115003017,9
1938,371290115003018,34
1939,371290115003019,269
1940,371290115003020,80
1941,371290115003021,98
1942,371290115003022,36
1943,371290115003023,0
1944,371290115003024,129
1945,371290115003025,28
1946,371290115003026,0
1947,371290115003027,0
1948,371290115003028,195
1949,371290115003029,77
1950,371290115003030,135
1951,371290115003031,107
1952,371290115003032,9
1953,371290115004000,64
1954,371290115004001,585
1955,371290115004002,9
1956,371290115004003,34
1957,371290115004004,37
1958,371290115004005,0
1959,371290115004006,37
1960,371290115004007,100
1961,371290115004008,0
1962,371290115004009,0
1963,371290115004010,0
1964,371290115004011,0
1965,371290115004012,0
1966,371290115004013,0
1967,371290115004014,0
1968,371290115004015,0
1969,371290115004016,0
1970,371290115004017,0
1971,371290115004018,0
1972,371290115004019,92
1973,371290115004020,0
1974,371290115004021,70
1975,371290115004022,44
1976,371290115004023,31
1977,371290115004024,65
1978,371290115004025,58
1979,371290115004026,36
1980,371290115004027,171
1981,371290115004028,0
1982,371290115004029,72
1983,371290115004030,0
1984,371290115004031,48
1985,371290115004032,31
1986,371290115004033,24
1987,371290115004034,0
1988,371290115004035,0
1989,371290115004036,0
1990,371290115004037,0
1991,371290115004038,0
1992,371290115004039,0
1993,371290115004040,0
1994,371290115004041,0
1995,371290115004042,0
1996,371290115004043,0
1997,371290115004044,0
1998,371290115004045,0
1999,371290115004046,0
2000,371290115004047,393
2001,371290115004048,0
2002,371290115004049,0
2003,371290115004050,0
2004,371290115004051,0
2005,371290115004052,0
2006,371290115004053,0
2007,371290115004054,0
2008,371290115004055,0
2009,371290115004056,0
2010,371290115004057,0
2011,371290115004058,0
2012,371290116031000,8
2013,371290116031001,36
2014,371290116031002,0
2015,371290116031003,11
2016,371290116031004,12
2017,371290116031005,31
2018,371290116031006,31
2019,371290116031007,2
2020,371290116031008,22
2021,371290116031009,1
2022,371290116031010,0
2023,371290116031011,0
2024,371290116031012,71
2025,371290116031013,6
2026,371290116031014,213
2027,371290116031015,26
2028,371290116031016,6
2029,371290116031017,32
2030,371290116031018,63
2031,371290116031019,41
2032,371290116031020,168
2033,371290116031021,716
2034,371290116031022,29
2035,371290116031023,2
2036,371290116031024,22
2037,371290116031025,10
2038,371290116031026,32
2039,371290116031027,15
2040,371290116031028,0
2041,371290116032000,0
2042,371290116032001,0
2043,371290116032002,0
2044,371290116032003,0
2045,371290116032004,22
2046,371290116032005,10
2047,371290116032006,0
2048,371290116032007,698
2049,371290116032008,0
2050,371290116032009,220
2051,371290116032010,1
2052,371290116032011,0
2053,371290116032012,0
2054,371290116032013,27
2055,371290116032014,0
2056,371290116032015,54
2057,371290116032016,436
2058,371290116032017,32
2059,371290116032018,6
2060,371290116032019,0
2061,371290116032020,2
2062,371290116032021,0
2063,371290116032022,0
2064,371290116032023,0
2065,371290116032024,122
2066,371290116033000,11
2067,371290116033001,0
2068,371290116033002,13
2069,371290116033003,595
2070,371290116033004,9
2071,371290116033005,0
2072,371290116033006,0
2073,371290116033007,258
2074,371290116033008,0
2075,371290116033009,0
2076,371290116033010,0
2077,371290116033011,9
2078,371290116033012,247
2079,371290116033013,40
2080,371290116033014,94
2081,371290116033015,138
2082,371290116033016,66
2083,371290116033017,15
2084,371290116033018,18
2085,371290116033019,109
2086,371290116033020,150
2087,371290116033021,135
2088,371290116033022,37
2089,371290116033023,0
2090,371290116033024,30
2091,371290116033025,38
2092,371290116033026,23
2093,371290116033027,62
2094,371290116033028,55
2095,371290116033029,30
2096,371290116033030,0
2097,371290116034000,298
2098,371290116034001,27
2099,371290116034002,0
2100,371290116034003,0
2101,371290116034004,0
2102,371290116034005,0
2103,371290116034006,0
2104,371290116034007,166
2105,371290116034008,13
2106,371290116034009,24
2107,371290116034010,17
2108,371290116034011,30
2109,371290116034012,142
2110,371290116034013,0
2111,371290116034014,96
2112,371290116034015,84
2113,371290116034016,1
2114,371290116034017,0
2115,371290116034018,0
2116,371290116034019,62
2117,371290116034020,33
2118,371290116034021,9
2119,371290116034022,0
2120,371290116034023,0
2121,371290116034024,76
2122,371290116035000,0
2123,371290116035001,0
2124,371290116035002,0
2125,371290116035003,0
2126,371290116035004,370
2127,371290116035005,49
2128,371290116035006,20
2129,371290116035007,24
2130,371290116035008,46
2131,371290116035009,20
2132,371290116035010,30
2133,371290116035011,4
2134,371290116035012,20
2135,371290116035013,44
2136,371290116035014,21
2137,371290116035015,31
2138,371290116035016,35
2139,371290116035017,30
2140,371290116035018,54
2141,371290116035019,6
2142,371290116035020,6
2143,371290116035021,0
2144,371290116035022,0
2145,371290116035023,11
2146,371290116035024,0
2147,371290116035025,90
2148,371290116035026,29
2149,371290116051000,0
2150,371290116051001,57
2151,371290116051002,29
2152,371290116051003,0
2153,371290116051004,0
2154,371290116051005,20
2155,371290116051006,174
2156,371290116051007,207
2157,371290116051008,348
2158,371290116051009,39
2159,371290116051010,22
2160,371290116051011,0
2161,371290116051012,90
2162,371290116051013,24
2163,371290116051014,25
2164,371290116051015,25
2165,371290116051016,45
2166,371290116051017,102
2167,371290116051018,173
2168,371290116051019,24
2169,371290116051020,42
2170,371290116051021,43
2171,371290116051022,84
2172,371290116051023,61
2173,371290116051024,96
2174,371290116051025,0
2175,371290116051026,28
2176,371290116051027,32
2177,371290116051028,30
2178,371290116051029,79
2179,371290116051030,62
2180,371290116051031,33
2181,371290116051032,45
2182,371290116051033,34
2183,371290116051034,61
2184,371290116051035,25
2185,371290116051036,17
2186,371290116051037,72
2187,371290116051038,20
2188,371290116051039,45
2189,371290116051040,23
2190,371290116051041,46
2191,371290116051042,50
2192,371290116051043,0
2193,371290116051044,0
2194,371290116052000,0
2195,371290116052001,254
2196,371290116052002,47
2197,371290116052003,0
2198,371290116052004,43
2199,371290116052005,2
2200,371290116052006,0
2201,371290116052007,29
2202,371290116052008,24
2203,371290116052009,28
2204,371290116052010,477
2205,371290116052011,274
2206,371290116052012,4
2207,371290116052013,0
2208,371290116052014,0
2209,371290116052015,28
2210,371290116052016,23
2211,371290116052017,0
2212,371290116052018,113
2213,371290116052019,0
2214,371290116052020,16
2215,371290116052021,0
2216,371290116052022,0
2217,371290116052023,0
2218,371290116052024,0
2219,371290116052025,654
2220,371290116052026,18
2221,371290116052027,22
2222,371290116052028,0
2223,371290116052029,0
2224,371290116052030,3
2225,371290116052031,9
2226,371290116052032,52
2227,371290116052033,22
2228,371290116052034,0
2229,371290116052035,423
2230,371290116052036,0
2231,371290116052037,0
2232,371290116052038,0
2233,371290116052039,0
2234,371290116052040,0
2235,371290116052041,0
2236,371290116052042,0
2237,371290116052043,0
2238,371290116052044,0
2239,371290116052045,0
2240,371290116052046,0
2241,371290116052047,0
2242,371290116052048,0
2243,371290116061000,961
2244,371290116061001,108
2245,371290116061002,44
2246,371290116061003,73
2247,371290116061004,139
2248,371290116061005,46
2249,371290116061006,9
2250,371290116061007,18
2251,371290116061008,0
2252,371290116061009,0
2253,371290116061010,0
2254,371290116061011,56
2255,371290116061012,0
2256,371290116061013,244
2257,371290116061014,12
2258,371290116061015,142
2259,371290116061016,7
2260,371290116061017,7
2261,371290116061018,5
2262,371290116061019,0
2263,371290116061020,0
2264,371290116061021,0
2265,371290116061022,0
2266,371290116061023,146
2267,371290116061024,0
2268,371290116062000,44
2269,371290116062001,53
2270,371290116062002,75
2271,371290116062003,56
2272,371290116062004,81
2273,371290116062005,40
2274,371290116062006,23
2275,371290116062007,26
2276,371290116062008,0
2277,371290116062009,181
2278,371290116062010,67
2279,371290116062011,52
2280,371290116062012,64
2281,371290116062013,107
2282,371290116062014,33
2283,371290116062015,68
2284,371290116062016,48
2285,371290116062017,53
2286,371290116062018,14
2287,371290116062019,0
2288,371290116062020,62
2289,371290116062021,65
2290,371290116062022,55
2291,371290116062023,20
2292,371290116062024,24
2293,371290116062025,52
2294,371290116062026,28
2295,371290116062027,90
2296,371290116062028,92
2297,371290116062029,1
2298,371290116062030,44
2299,371290116062031,93
2300,371290116062032,66
2301,371290116062033,120
2302,371290116062034,28
2303,371290116062035,118
2304,371290116062036,55
2305,371290116062037,31
2306,371290116062038,8
2307,371290116062039,0
2308,371290116062040,0
2309,371290116062041,0
2310,371290116062042,0
2311,371290116062043,0
2312,371290116062044,0
2313,371290116062045,0
2314,371290116062046,0
2315,371290116062047,0
2316,371290116062048,0
2317,371290116062049,0
2318,371290116062050,22
2319,371290116062051,0
2320,371290116071000,0
2321,371290116071001,0
2322,371290116071002,243
2323,371290116071003,76
2324,371290116071004,0
2325,371290116071005,0
2326,371290116071006,0
2327,371290116071007,6
2328,371290116071008,0
2329,371290116071009,469
2330,371290116071010,31
2331,371290116071011,42
2332,371290116071012,30
2333,371290116071013,41
2334,371290116071014,2
2335,371290116071015,20
2336,371290116071016,44
2337,371290116071017,40
2338,371290116071018,20
2339,371290116071019,50
2340,371290116071020,25
2341,371290116071021,141
2342,371290116071022,20
2343,371290116071023,44
2344,371290116071024,0
2345,371290116071025,0
2346,371290116072000,200
2347,371290116072001,0
2348,371290116072002,489
2349,371290116072003,81
2350,371290116072004,4
2351,371290116072005,61
2352,371290116072006,261
2353,371290116072007,121
2354,371290116072008,270
2355,371290116072009,54
2356,371290116072010,65
2357,371290116072011,372
2358,371290116072012,111
2359,371290116072013,59
2360,371290116072014,118
2361,371290116072015,26
2362,371290116072016,271
2363,371290116072017,29
2364,371290116072018,260
2365,371290116072019,102
2366,371290116072020,41
2367,371290116072021,44
2368,371290116072022,130
2369,371290116073000,1218
2370,371290116073001,13
2371,371290116073002,216
2372,371290116073003,45
2373,371290116073004,46
2374,371290116073005,67
2375,371290116073006,104
2376,371290116073007,117
2377,371290116073008,76
2378,371290116073009,25
2379,371290116073010,42
2380,371290116073011,0
2381,371290116073012,95
2382,371290116073013,46
2383,371290116073014,126
2384,371290116073015,0
2385,371290116073016,37
2386,371290116073017,205
2387,371290116073018,44
2388,371290116073019,346
2389,371290116073020,0
2390,371290116073021,0
2391,371290116073022,0
2392,371290116073023,0
2393,371290116073024,0
2394,371290116073025,248
2395,371290116073026,130
2396,371290116073027,9
2397,371290116073028,82
2398,371290116073029,103
2399,371290116073030,187
2400,371290116073031,426
2401,371290116073032,156
2402,371290116073033,85
2403,371290116073034,202
2404,371290116073035,206
2405,371290116073036,198
2406,371290116073037,227
2407,371290116073038,142
2408,371290116073039,87
2409,371290116073040,119
2410,371290116073041,62
2411,371290116073042,90
2412,371290116073043,102
2413,371290116073044,52
2414,371290116073045,148
2415,371290116073046,49
2416,371290116073047,80
2417,371290116073048,101
2418,371290116073049,56
2419,371290116073050,76
2420,371290116081000,17
2421,371290116081001,5
2422,371290116081002,8
2423,371290116081003,29
2424,371290116081004,36
2425,371290116081005,12
2426,371290116081006,332
2427,371290116081007,10
2428,371290116081008,55
2429,371290116081009,102
2430,371290116081010,153
2431,371290116081011,52
2432,371290116081012,87
2433,371290116081013,32
2434,371290116081014,35
2435,371290116081015,0
2436,371290116081016,0
2437,371290116081017,0
2438,371290116081018,0
2439,371290116081019,17
2440,371290116081020,27
2441,371290116081021,192
2442,371290116081022,30
2443,371290116081023,84
2444,371290116081024,234
2445,371290116081025,70
2446,371290116081026,134
2447,371290116081027,55
2448,371290116081028,37
2449,371290116081029,588
2450,371290116081030,46
2451,371290116081031,13
2452,371290116081032,35
2453,371290116081033,39
2454,371290116081034,39
2455,371290116081035,77
2456,371290116081036,19
2457,371290116081037,129
2458,371290116081038,16
2459,371290116081039,10
2460,371290116081040,82
2461,371290116081041,54
2462,371290116081042,29
2463,371290116081043,0
2464,371290116081044,0
2465,371290116081045,0
2466,371290116081046,0
2467,371290116081047,28
2468,371290116081048,0
2469,371290116081049,39
2470,371290116082000,0
2471,371290116082001,0
2472,371290116082002,0
2473,371290116082003,0
2474,371290116082004,0
2475,371290116082005,0
2476,371290116082006,0
2477,371290116082007,0
2478,371290116082008,0
2479,371290116082009,0
2480,371290116082010,0
2481,371290116082011,0
2482,371290116082012,0
2483,371290116082013,0
2484,371290116082014,0
2485,371290116082015,0
2486,371290116082016,0
2487,371290116082017,112
2488,371290116082018,37
2489,371290116082019,15
2490,371290116082020,57
2491,371290116082021,0
2492,371290116082022,0
2493,371290116082023,0
2494,371290116082024,9
2495,371290116082025,0
2496,371290116082026,0
2497,371290116082027,110
2498,371290116082028,0
2499,371290116082029,0
2500,371290116082030,0
2501,371290116082031,0
2502,371290116082032,0
2503,371290116082033,0
2504,371290116082034,0
2505,371290116082035,0
2506,371290116082036,0
2507,371290116082037,0
2508,371290116082038,0
2509,371290116082039,0
2510,371290116082040,71
2511,371290116082041,40
2512,371290116082042,0
2513,371290116082043,0
2514,371290116082044,0
2515,371290116082045,0
2516,371290116082046,0
2517,371290116082047,0
2518,371290116082048,80
2519,371290116082049,99
2520,371290116082050,48
2521,371290116082051,59
2522,371290116082052,12
2523,371290116082053,0
2524,371290116082054,114
2525,371290116082055,0
2526,371290116082056,0
2527,371290116082057,0
2528,371290116082058,0
2529,371290116082059,0
2530,371290116082060,0
2531,371290116082061,0
2532,371290116082062,0
2533,371290116082063,0
2534,371290116082064,0
2535,371290116082065,22
2536,371290116082066,0
2537,371290116082067,0
2538,371290116082068,4
2539,371290116082069,11
2540,371290116082070,28
2541,371290116082071,0
2542,371290116082072,0
2543,371290116082073,0
2544,371290116082074,0
2545,371290116082075,0
2546,371290116082076,0
2547,371290116082077,0
2548,371290116082078,0
2549,371290116082079,0
2550,371290116082080,0
2551,371290116082081,0
2552,371290116082082,0
2553,371290116082083,0
2554,371290116082084,0
2555,371290116082085,0
2556,371290116082086,0
2557,371290116082087,0
2558,371290116082088,0
2559,371290116082089,0
2560,371290116082090,0
2561,371290116082091,0
2562,371290116082092,0
2563,371290116082093,0
2564,371290116082094,0
2565,371290116083000,0
2566,371290116083001,6
2567,371290116083002,0
2568,371290116083003,0
2569,371290116083004,369
2570,371290116083005,78
2571,371290116083006,7
2572,371290116083007,15
2573,371290116083008,33
2574,371290116083009,50
2575,371290116083010,1
2576,371290116083011,66
2577,371290116083012,50
2578,371290116083013,24
2579,371290116083014,17
2580,371290116083015,27
2581,371290116083016,32
2582,371290116083017,62
2583,371290116083018,52
2584,371290116083019,37
2585,371290116083020,40
2586,371290116083021,55
2587,371290116083022,135
2588,371290116083023,0
2589,371290116083024,0
2590,371290116083025,79
2591,371290116083026,50
2592,371290116083027,47
2593,371290116083028,10
2594,371290117011000,9
2595,371290117011001,25
2596,371290117011002,45
2597,371290117011003,70
2598,371290117011004,18
2599,371290117011005,15
2600,371290117011006,114
2601,371290117011007,23
2602,371290117011008,332
2603,371290117011009,15
2604,371290117011010,64
2605,371290117011011,148
2606,371290117011012,38
2607,371290117011013,124
2608,371290117011014,29
2609,371290117011015,57
2610,371290117011016,70
2611,371290117011017,31
2612,371290117011018,33
2613,371290117011019,32
2614,371290117011020,19
2615,371290117011021,0
2616,371290117011022,141
2617,371290117011023,3
2618,371290117011024,14
2619,371290117011025,82
2620,371290117011026,75
2621,371290117011027,50
2622,371290117011028,37
2623,371290117012000,0
2624,371290117012001,0
2625,371290117012002,0
2626,371290117012003,0
2627,371290117012004,0
2628,371290117012005,49
2629,371290117012006,0
2630,371290117012007,0
2631,371290117012008,136
